Cset,Phase,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
KQ1827,Primary (Baseline),ID,Easy,HiRepro,Match,KQ1827,KQ,1,1,1,A,,A:A,P,,P,20190117B_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1833,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ1833,KQ,3,3,3,A,,A:A,P,,P,20190618J_1,,,"Diff Make, FMJ",9ML,9ML
KQ1865,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1865,KQ,3,3,3,A,,A:A,P,,P,20190508K_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1868,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1868,KQ,3,3,3,C,,A:C,B,,B,20190501B_3,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
KQ1999,Primary (2nd assignments),Excl,Norm,ModRepro,NonMatch,KQ1999,KQ,3,4,4,B,,A:B,G,,G,20190507H_1,,,"Diff Make, JHP",040,040
KQ1999,Primary (Baseline),Excl,Norm,LowRepro,NonMatch,KQ1999,KQ,3,4,4,B,,A:B,G,,G,20190507H_1,,,"Diff Make, JHP",040,040
KQ2100,Primary (2nd assignments),Insuff,Norm,ModRepro,Inconclusive,KQ2100,KQ,3,4,4,B,,A:B,G,,G,20190415I_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2100,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2100,KQ,3,4,4,B,,A:B,G,,G,20190415I_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2110,Primary (Baseline),LeanExcl,Diff,LowRepro,NonMatch,KQ2110,KQ,3,3,3,B,,A:B,G,,G,20190415H_2,,,"Diff Make, FMJ",038,038
KQ2267,Primary (Baseline),ID,Diff,ModRepro,Match,KQ2267,KQ,3,3,3,B,,A:B,G,,G,20190501C_2,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2298,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2298,KQ,3,3,3,B,,A:B,G,,G,20190501I_1,,,"Diff Model, JHP",038,038
KQ2381,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2381,KQ,3,3,3,C,,A:C,G,,G,20190618A_4,30.0,48.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ2593,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ2593,KQ,3,3,3,B,,A:B,G,,G,20190507H_4,,,"Same Model, Diff Sess, JHP",040,040
KQ2730,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ2730,KQ,3,3,3,B,,A:B,G,,G,20190415F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2796,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ2796,KQ,3,3,3,B,,A:B,G,,G,20190618M_0,,,"Diff Make, FMJ",9ML,9ML
KQ2811,Primary (2nd assignments),Insuff,Norm,LowRepro,Inconclusive,KQ2811,KQ,3,4,4,B,,A:B,G,,G,20190507P_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ2811,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2811,KQ,3,4,4,B,,A:B,G,,G,20190507P_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ2922,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2922,KQ,2,2,2,B,,A:B,G,,G,20190412B_0,,,"Diff Model, FMJ",038,038
KQ2986,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ2986,KQ,3,3,3,A,,A:A,P,,P,20190412G_1,,,"Diff Model, FMJ",038,038
KQ3175,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ3175,KQ,3,3,3,A,,A:A,P,,P,20190618G_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3247,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3247,KQ,3,3,3,B,,A:B,G,,G,20190621Q_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3460,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3460,KQ,2,2,2,B,,A:B,G,,G,20190415G_1,,,"Diff Make, FMJ",038,038
KQ3477,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3477,KQ,3,3,3,A,,A:A,P,,P,20190618P_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3543,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3543,KQ,2,2,2,A,,A:A,P,,P,20190508N_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3650,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3650,KQ,3,3,3,A,,A:A,G,,G,20190507I_2,60.0,78.0,"Same Model, Diff Sess, JHP",040,040
KQ3813,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3813,KQ,3,3,3,A,,A:A,P,,P,20190508J_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3859,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ3859,KQ,3,3,3,B,,A:B,G,,G,20190501I_3,,,"Same Model, Diff Sess, JHP",038,038
KQ3979,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3979,KQ,1,1,1,B,,A:B,G,,G,20190621G_4,20.0,38.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4110,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4110,KQ,3,3,3,B,,A:B,G,,G,20190507O_1,,,"Diff Model, JHP",9ML,9ML
KQ4156,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4156,KQ,3,3,3,B,,A:B,G,,G,20190621B_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4184,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4184,KQ,3,3,3,A,,A:A,P,,P,20190412L_1,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
KQ4298,Primary (2nd assignments),LeanID,Diff,LowRepro,Match,KQ4298,KQ,3,4,4,A,,A:A,P,,P,20190416G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ4298,Primary (Baseline),ID,Diff,ModRepro,Match,KQ4298,KQ,3,4,4,A,,A:A,P,,P,20190416G_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ4344,Primary (2nd assignments),NoValue,na,na,Inconclusive,KQ4344,KQ,3,4,4,A,,A:A,P,,P,20190508M_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4344,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4344,KQ,3,4,4,A,,A:A,P,,P,20190508M_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4413,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4413,KQ,2,2,2,A,,A:A,P,,P,20190415P_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ4442,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4442,KQ,3,3,3,B,,A:B,G,,G,20190416E_3,,,"Same Model, Diff Sess, JHP",038,038
KQ4622,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4622,KQ,3,3,3,A,,A:A,P,,P,20190320F_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4677,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4677,KQ,1,1,1,B,,A:B,G,,G,20190507A_1,,,"Same Model, Diff Sess, FMJ",040,040
KQ4699,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4699,KQ,3,3,3,B,,A:B,B,,B,20190501Q_0,,,"Same Model, Diff Sess, FMJ",040,040
KQ4739,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ4739,KQ,2,2,2,B,,A:B,G,,G,20190412L_3,,,"Diff Model, JHP",038,038
KQ4749,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4749,KQ,2,2,2,B,,A:B,B,,B,20190507B_2,,,"Same Model, Diff Sess, JHP",040,040
KQ4802,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4802,KQ,2,2,2,C,,A:C,G,,G,20190508A_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1263,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1263,KQ,3,3,3,A,,A:A,P,,P,20190415C_0,,,"Diff Model, JHP",038,038
KQ1270,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1270,KQ,3,3,3,A,,A:A,P,,P,20190415P_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ1378,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1378,KQ,3,5,5,A,,A:A,P,,P,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1404,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ1404,KQ,1,1,3,A,,A:A,P,,P,20190508R_0,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1553,Supplemental,Insuff,Norm,ModRepro,Inconclusive,KQ1553,KQ,2,3,5,B,,A:B,G,,G,20190412R_4,10.0,28.0,"Same Model, Same Sess, JHP",038,038
KQ1556,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1556,KQ,3,4,4,B,,A:B,G,,G,20190415N_1,,,"Diff Model, FMJ",038,038
KQ1654,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ1654,KQ,3,3,3,B,,A:B,G,,G,20190618G_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1715,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1715,KQ,3,3,3,A,,A:A,P,,P,20190508O_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1823,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ1823,KQ,3,3,3,A,,A:A,P,,P,20190618C_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1892,Supplemental,Insuff,Norm,ModRepro,Inconclusive,KQ1892,KQ,1,1,3,C,,A:C,G,,G,20190508G_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1900,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1900,KQ,3,5,5,A,,A:A,P,,P,20190404A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1946,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1946,KQ,3,3,3,B,,A:B,G,,G,20190412K_1,,,"Diff Model, JHP",038,038
KQ1983,Primary (Baseline),ID,Norm,LowRepro,Match,KQ1983,KQ,3,3,3,B,,A:B,G,,G,20190621O_4,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1991,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ1991,KQ,3,3,3,B,,A:B,G,,G,20190320F_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2091,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2091,KQ,3,4,4,A,,A:A,P,,P,20190501P_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ2164,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2164,KQ,3,3,3,A,,A:A,P,,P,20190501A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ2190,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2190,KQ,2,2,3,A,,A:A,P,,P,20190621S_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2228,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2228,KQ,3,3,3,B,,A:B,B,,B,20190507H_4,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ2268,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2268,KQ,3,3,3,C,,A:C,G,,G,20190412G_4,,,"Same Model, Diff Sess, FMJ, Poor quality",038,038
KQ2533,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2533,KQ,3,3,3,C,,A:C,G,,G,20190117C_0,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",9ML,9ML
KQ2650,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2650,KQ,3,4,4,B,,A:B,P,,P,20190508L_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2663,Primary (2nd assignments),Insuff,Norm,LowRepro,Inconclusive,KQ2663,KQ,3,4,4,D,,A:D,B,,B,20190621A_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ2663,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2663,KQ,3,4,4,D,,A:D,B,,B,20190621A_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ2705,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2705,KQ,3,4,4,B,,A:B,G,,G,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2718,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2718,KQ,3,3,3,B,,A:B,G,,G,20190416H_0,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
KQ2729,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2729,KQ,3,5,5,B,,A:B,U,,U,20190507C_2,10.0,28.0,"Same Model, Same Sess, JHP",040,040
KQ2755,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2755,KQ,3,3,3,B,,A:B,G,,G,20190501F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ3019,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3019,KQ,3,3,3,B,,A:B,G,,G,20190501H_0,,,"Diff Model, JHP",038,038
KQ3065,Primary (Baseline),Excl,Norm,HiRepro,NonMatch,KQ3065,KQ,3,3,3,C,,A:C,G,,G,20190618F_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3079,Primary (Baseline),Excl,Easy,LowRepro,NonMatch,KQ3079,KQ,3,4,4,A,,A:A,P,,P,20190501P_1,,,"Diff Make, FMJ",040,040
KQ3087,Primary (Baseline),ID,Norm,HiRepro,Match,KQ3087,KQ,3,3,3,A,,A:A,P,,P,20190501F_0,40.0,58.0,"Same Model, Diff Sess, JHP",038,038
KQ3189,Primary (2nd assignments),ID,Easy,HiRepro,Match,KQ3189,KQ,3,4,4,B,,A:B,G,,G,20190618C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3189,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3189,KQ,3,4,4,B,,A:B,G,,G,20190618C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3286,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ3286,KQ,1,1,3,C,,A:C,G,,G,20190416A_1,,,"Diff Model, FMJ",038,038
KQ3308,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3308,KQ,3,3,3,A,,A:A,P,,P,20190508O_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ3415,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3415,KQ,3,4,4,B,,A:B,G,,G,20190412A_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ3578,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3578,KQ,3,3,3,B,,A:B,G,,G,20190415C_3,,,"Diff Make, JHP",038,038
KQ3631,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3631,KQ,3,3,3,B,,A:B,G,,G,20190416I_1,,,"Diff Make, JHP",038,038
KQ3654,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3654,KQ,3,3,3,A,,A:A,P,,P,20190501G_2,,,"Diff Model, FMJ",038,038
KQ3706,Primary (2nd assignments),Insuff,Norm,HiRepro,Inconclusive,KQ3706,KQ,2,3,3,B,,A:B,G,,G,20190117B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3706,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3706,KQ,2,3,3,B,,A:B,G,,G,20190117B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3823,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3823,KQ,3,4,4,C,,A:C,U,,U,20190621J_0,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ3885,Primary (Baseline),ID,Norm,LowRepro,Match,KQ3885,KQ,3,4,4,A,,A:A,P,,P,20190415I_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ3913,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3913,KQ,3,3,3,B,,A:B,G,,G,20190412C_2,,,"Diff Model, JHP",038,038
KQ3942,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3942,KQ,3,4,4,B,,A:B,G,,G,20190416F_4,30.0,48.0,"Same Model, Same Sess, JHP",038,038
KQ4065,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4065,KQ,3,5,5,B,,A:B,G,,G,20190415L_2,,,"Same Model, Diff Sess, FMJ",038,038
KQ4162,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4162,KQ,3,3,3,A,,A:A,P,,P,20190508L_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4186,Primary (2nd assignments),Insuff,Norm,LowRepro,Inconclusive,KQ4186,KQ,3,4,4,A,,A:A,P,,P,20190416G_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ4186,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4186,KQ,3,4,4,A,,A:A,P,,P,20190416G_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ4603,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4603,KQ,3,4,4,B,,A:B,G,,G,20190320C_1,,,"Diff Make, JHP",9ML,9ML
KQ4776,Primary (2nd assignments),Insuff,Norm,ModRepro,Inconclusive,KQ4776,KQ,3,4,4,A,,A:A,P,,P,20190415E_2,,,"Diff Make, JHP",038,038
KQ4776,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4776,KQ,3,4,4,A,,A:A,P,,P,20190415E_2,,,"Diff Make, JHP",038,038
KQ4850,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4850,KQ,3,3,3,B,,A:B,G,,G,20190416D_2,,,"Diff Make, FMJ",038,038
KQ4906,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4906,KQ,3,5,5,B,,A:B,G,,G,20190507R_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ1050,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1050,KQ,3,3,3,B,,A:B,G,,G,20190621E_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1234,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1234,KQ,3,3,3,B,,A:B,G,,G,20190507E_4,,,"Same Model, Diff Sess, FMJ",040,040
KQ1515,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1515,KQ,3,3,3,A,,A:A,P,,P,20190508K_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1578,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1578,KQ,3,3,3,A,,A:A,P,,P,20190508R_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1797,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ1797,KQ,3,4,4,C,,A:C,B,,B,20190618J_0,,,"Diff Make, FMJ, Poor quality",9ML,9ML
KQ1855,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1855,KQ,3,3,3,A,,A:A,P,,P,20190508R_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1865,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1865,KQ,3,3,3,A,,A:A,P,,P,20190508K_3,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ1875,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1875,KQ,3,3,3,A,,A:A,P,,P,20190621S_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2037,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ2037,KQ,2,2,3,C,,A:C,G,,G,20190621D_2,,,"Diff Model, FMJ",9ML,9ML
KQ2302,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ2302,KQ,3,3,3,C,,A:C,G,,G,20190621D_1,,,"Diff Make, FMJ",9ML,9ML
KQ2381,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ2381,KQ,3,3,3,C,,A:C,G,,G,20190618A_4,30.0,48.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ2405,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2405,KQ,2,2,2,A,,A:A,P,,P,20190412A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ2684,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ2684,KQ,3,4,4,A,,A:A,P,,P,20190416F_1,,,"Diff Make, JHP",038,038
KQ2713,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ2713,KQ,2,2,3,C,,A:C,G,,G,20190416B_1,,,"Same Model, Diff Sess, FMJ",038,038
KQ2730,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2730,KQ,3,3,3,B,,A:B,G,,G,20190415F_3,,,"Same Model, Diff Sess, JHP",038,038
KQ2888,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ2888,KQ,3,3,3,B,,A:B,G,,G,20190621M_4,30.0,48.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ2948,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ2948,KQ,2,2,3,A,,A:A,P,,P,20190508I_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2967,Primary (Baseline),Excl,VEasy,HiRepro,NonMatch,KQ2967,KQ,3,3,3,B,,A:B,G,,G,20190618O_0,,,"Diff Make, JHP",9ML,9ML
KQ3021,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ3021,KQ,3,3,3,B,,A:B,G,,G,20190508H_1,,,"Diff Model, JHP",9ML,9ML
KQ3102,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3102,KQ,3,4,5,B,,A:B,G,,G,20190501K_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ3329,Primary (Baseline),ID,Norm,HiRepro,Match,KQ3329,KQ,3,3,3,A,,A:A,P,,P,20190621Q_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3828,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3828,KQ,3,4,4,C,,A:C,G,,G,20190501P_1,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",040,040
KQ4110,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ4110,KQ,3,3,3,B,,A:B,G,,G,20190507O_1,,,"Diff Model, JHP",9ML,9ML
KQ4184,Primary (Baseline),LeanID,Norm,HiRepro,Match,KQ4184,KQ,3,3,3,A,,A:A,P,,P,20190412L_1,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
KQ4207,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ4207,KQ,3,3,3,A,,A:A,P,,P,20190415L_1,,,"Diff Make, FMJ",038,038
KQ4244,Primary (Baseline),Excl,Easy,HiRepro,NonMatch,KQ4244,KQ,2,2,2,C,,A:C,U,,U,20190508E_0,,,"Diff Model, FMJ, Poor quality",9ML,9ML
KQ4369,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ4369,KQ,3,4,5,A,,A:A,P,,P,20190507D_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4523,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4523,KQ,3,3,4,B,,A:B,G,,G,20190621B_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4552,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ4552,KQ,3,3,4,B,,A:B,G,,G,20190412F_4,,,"Same Model, Diff Sess, JHP",038,038
KQ4638,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ4638,KQ,3,3,3,B,,A:B,G,,G,20190507R_2,,,"Diff Make, JHP",9ML,9ML
KQ1131,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1131,KQ,1,1,1,B,,A:B,G,,G,20190621P_4,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1415,Primary (Baseline),ID,Diff,LowRepro,Match,KQ1415,KQ,2,2,2,A,,A:A,P,,P,20190621E_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1468,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1468,KQ,1,1,1,A,,A:A,P,,P,20190412U_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ1554,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1554,KQ,3,3,3,C,,A:C,G,,G,20190117B_3,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1611,Primary (Baseline),Excl,Diff,HiRepro,NonMatch,KQ1611,KQ,2,2,2,B,,A:B,G,,G,20190508D_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1879,Primary (Baseline),ID,Diff,LowRepro,Match,KQ1879,KQ,1,1,1,A,,A:A,P,,P,20190508Q_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2119,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ2119,KQ,1,1,1,C,,A:C,G,,G,20190507D_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ2231,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2231,KQ,2,2,2,A,,A:A,P,,P,20190508M_3,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2650,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2650,KQ,3,4,4,B,,A:B,P,,P,20190508L_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2705,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2705,KQ,3,4,4,B,,A:B,G,,G,20190621B_3,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ2922,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ2922,KQ,2,2,2,B,,A:B,G,,G,20190412B_0,,,"Diff Model, FMJ",038,038
KQ3049,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3049,KQ,2,2,2,B,,A:B,G,,G,20190508A_2,,,"Diff Make, FMJ",9ML,9ML
KQ3079,Primary (Baseline),Excl,Easy,LowRepro,NonMatch,KQ3079,KQ,3,4,4,A,,A:A,P,,P,20190501P_1,,,"Diff Make, FMJ",040,040
KQ3167,Primary (Baseline),Excl,Diff,HiRepro,NonMatch,KQ3167,KQ,3,3,3,A,,A:A,P,,P,20190412U_1,,,"Diff Make, JHP",038,038
